Date,Balance
2018-04-24,0.001984710777
2018-04-25,-0.1866236226
2018-04-26,-0.110396447
2018-04-27,-0.2694433681
2018-04-28,-0.1863585538
2018-04-29,0.0
2018-04-30,0.004996084761
2018-05-01,0.0
2018-05-02,0.003980773936
2018-05-03,0.2977262248
2018-05-04,-0.1664082579
2018-05-05,0.0
2018-05-06,0.0
2018-05-07,0.1057340193
2018-05-08,0.001061298312
2018-05-09,0.0
2018-05-10,0.4843617827
2018-05-11,0.09086850388
2018-05-12,0.0
2018-05-13,0.0
2018-05-14,0.2205738918
2018-05-15,0.1214699649
2018-05-16,-0.301814546
2018-05-17,-0.124513199
2018-05-18,-0.1425933936
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.05003265988
2018-05-22,-0.02790907811
2018-05-23,-0.02923601713
2018-05-24,-0.3256334301
2018-05-25,-0.4445064721
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,-0.2300911452
2018-05-29,0.1595207383
2018-05-30,0.1025565549
2018-05-31,0.1250070281
2018-06-01,0.4635326226
2018-06-02,0.0
2018-06-03,0.0
2018-06-04,-0.1735898872
2018-06-05,0.05690109932
2018-06-06,0.0460499455
2018-06-07,0.1387891808
2018-06-08,0.1934122167
2018-06-09,0.185638223
2018-06-10,0.0
2018-06-11,0.005591363221
2018-06-12,0.0
2018-06-13,0.09450883175
2018-06-14,0.4375980108
2018-06-15,0.3311546621
2018-06-16,0.0
2018-06-17,0.0
2018-06-18,-0.1970853486
2018-06-19,0.4710776694
2018-06-20,0.3635146338
2018-06-21,0.8800873815
2018-06-22,0.01693282984
2018-06-23,0.0
2018-06-24,0.0
2018-06-25,-0.3495210262
2018-06-26,0.3721901009
2018-06-27,-0.07222656592
2018-06-28,0.06127941619
2018-06-29,0.3620395876
2018-06-30,0.0
2018-07-01,0.0
2018-07-02,0.04144873577
2018-07-03,-0.04179168178
2018-07-04,0.5153954449
2018-07-05,0.5117186182
2018-07-06,0.2423428243
2018-07-07,0.0
2018-07-08,0.0
2018-07-09,-0.01624066825
2018-07-10,0.03682273926
2018-07-11,0.8370300914
2018-07-12,0.1149139736
2018-07-13,-0.009242535945
2018-07-14,0.0
2018-07-15,0.0
2018-07-16,0.4399429428
2018-07-17,0.375381331
2018-07-18,0.1142789299
2018-07-19,-0.1814163252
2018-07-20,-0.1157046618
2018-07-21,0.0
2018-07-22,0.0
2018-07-23,0.5434331918
2018-07-24,0.4699335462
2018-07-25,-0.6492749158
2018-07-26,-0.3792792642
2018-07-27,-0.04278817109
2018-07-28,0.0
2018-07-29,0.0
2018-07-30,0.2930789294
2018-07-31,0.4741588397
2018-08-01,0.1929539525
2018-08-02,-0.03001915985
2018-08-03,0.05336127478
2018-08-04,0.0
2018-08-05,0.0
2018-08-06,-0.1931654372
2018-08-07,-0.007080606377
2018-08-08,0.03993042331
2018-08-09,0.0754115932
2018-08-10,0.163550853
2018-08-11,0.0
2018-08-12,0.0
2018-08-13,-0.3715970586
2018-08-14,0.2614519113
2018-08-15,0.08545779344
2018-08-16,0.1595338943
2018-08-17,-0.3401820481
2018-08-18,0.0
2018-08-19,0.0
2018-08-20,-0.1428170578
2018-08-21,-0.1078533082
2018-08-22,-0.00898531188
2018-08-23,-0.03424043437
2018-08-24,0.6079887556
2018-08-25,0.0
2018-08-26,0.0
2018-08-27,-0.0142998996
2018-08-28,0.2287095792
2018-08-29,0.170601413
2018-08-30,0.2626525118
2018-08-31,0.3887748227
2018-09-01,0.0
2018-09-02,0.0
2018-09-03,-0.1829053502
2018-09-04,-0.1615693128
2018-09-05,0.2444095836
2018-09-06,0.1245820788
2018-09-07,0.2638628879
2018-09-08,0.0
2018-09-09,0.0
2018-09-10,0.1886701324
2018-09-11,0.07499455707
2018-09-12,0.02010620003
2018-09-13,0.5336826406
2018-09-14,0.001998579591
2018-09-15,0.0
2018-09-16,0.0
2018-09-17,-0.03369292593
2018-09-18,-0.0693639909
2018-09-19,-0.1608692121
2018-09-20,0.07741357907
2018-09-21,0.3864375475
2018-09-22,0.0
2018-09-23,0.0
2018-09-24,0.3442974893
2018-09-25,-0.7125150498
2018-09-26,-0.1773489467
2018-09-27,0.09902609992
2018-09-28,-0.4616807417
2018-09-29,0.0
2018-09-30,0.0
2018-10-01,0.3181382167
2018-10-02,0.1558946679
2018-10-03,0.1680038767
2018-10-04,0.3256645237
2018-10-05,-0.1055092426
2018-10-06,0.0
2018-10-07,0.0
2018-10-08,-0.002914184799
2018-10-09,0.7456962395
2018-10-10,0.0
2018-10-11,0.1462735677
2018-10-12,0.08398388974
2018-10-13,0.0
2018-10-14,0.0
2018-10-15,-0.3197842222
2018-10-16,-0.108391332
2018-10-17,-0.1093255473
2018-10-18,-0.1422327681
2018-10-19,-0.07886468362
2018-10-20,0.0
2018-10-21,0.0
2018-10-22,0.2199810966
2018-10-23,-0.008337977287
2018-10-24,-0.4380690468
2018-10-25,-1.4
2018-10-26,-0.09095723687
2018-10-27,0.0
2018-10-28,0.0
2018-10-29,0.3375897539
2018-10-30,0.1748781596
2018-10-31,-0.9207075154
2018-11-01,-0.1473164526
2018-11-02,0.2731691989
2018-11-03,0.0
2018-11-04,0.0
2018-11-05,0.0
2018-11-06,-0.03917553178
2018-11-07,0.09384303397
2018-11-08,-0.06026103276
2018-11-09,0.1883951766
2018-11-10,0.0
2018-11-11,0.0
2018-11-12,-0.0888922171
2018-11-13,0.3815241401
2018-11-14,0.2910717785
2018-11-15,0.07960229958
2018-11-16,-0.2823683955
2018-11-17,0.0
2018-11-18,0.0
2018-11-19,-0.2046203146
2018-11-20,0.0207849801
2018-11-21,-0.08208689216
2018-11-22,0.1643886287
2018-11-23,-0.1454180275
2018-11-24,0.0
2018-11-25,0.0
2018-11-26,-0.8261369368
2018-11-27,-0.4756640886
2018-11-28,-0.1296928945
2018-11-29,-0.09646153433
2018-11-30,-0.1450070445
2018-12-01,0.0
2018-12-02,0.0
2018-12-03,-0.1641241141
2018-12-04,-0.2201784698
2018-12-05,-0.1525449607
2018-12-06,0.04860970589
2018-12-07,0.08104759563
2018-12-08,0.0
2018-12-09,0.0
2018-12-10,-0.05857973638
2018-12-11,-0.2995137208
2018-12-12,-0.0621428739
2018-12-13,0.1008822521
2018-12-14,-0.2767550826
2018-12-15,0.0
2018-12-16,0.0
2018-12-17,-0.2832585207
2018-12-18,0.1897190632
2018-12-19,-0.2806220364
2018-12-20,-0.1067733614
2018-12-21,1.079275595
2018-12-22,0.0
2018-12-23,0.0
2018-12-24,-0.2182610763
2018-12-25,-0.01691692311
2018-12-26,0.4651567292
2018-12-27,0.3365246119
2018-12-28,0.7098058183
2018-12-29,0.09657344881
2018-12-30,-0.03399316091
2018-12-31,0.003635065029
2019-01-01,0.0
2019-01-02,0.0
2019-01-03,-0.05976295503
2019-01-04,0.006453080767
2019-01-05,0.0
2019-01-06,-0.05277815206
2019-01-07,0.0
2019-01-08,0.004198195505
2019-01-09,-0.5157247685
2019-01-10,0.1866694377
2019-01-11,0.487359309
2019-01-12,0.0
2019-01-13,0.0
2019-01-14,-0.008353478395
2019-01-15,0.5656009328
2019-01-16,-0.7531341927
2019-01-17,0.1870616931
2019-01-18,0.01181005066
2019-01-19,0.0
2019-01-20,0.0
2019-01-21,-0.03365791406
2019-01-22,0.6060090525
2019-01-23,0.267173694
2019-01-24,-0.3014621841
2019-01-25,-0.08028111562
2019-01-26,0.0
2019-01-27,0.0
2019-01-28,-0.3526325747
2019-01-29,0.09417661263
2019-01-30,0.1693573213
2019-01-31,0.1339284201
2019-02-01,-0.05228170103
2019-02-02,0.0
2019-02-03,0.0
2019-02-04,-1.146304366
2019-02-05,-0.01113695974
2019-02-06,0.008880235898
2019-02-07,0.1551528057
2019-02-08,0.3186062004
2019-02-09,0.0
2019-02-10,0.0
2019-02-11,-0.2012409639
2019-02-12,0.924994566
2019-02-13,0.1959757757
2019-02-14,0.3868328144
2019-02-15,0.03706315075
2019-02-16,0.0
2019-02-17,0.0
2019-02-18,-0.579512966
2019-02-19,0.1316148745
2019-02-20,0.4959178522
2019-02-21,-0.03526479926
2019-02-22,-0.7478045557
2019-02-23,0.0
2019-02-24,0.0
2019-02-25,-0.5673445258
2019-02-26,0.2397075066
2019-02-27,-0.05079179052
2019-02-28,0.5209887696
2019-03-01,0.1593501452
2019-03-02,0.0
2019-03-03,0.0
2019-03-04,-0.4385532152
2019-03-05,-0.2499061027
2019-03-06,0.2753831526
2019-03-07,0.1956970591
2019-03-08,0.0
2019-03-09,0.0
2019-03-10,0.0
